,Unnamed: 0,year,make,model,final_price,mileage,engine,zipcode,engine string
1401,1401,1993,Mazda,Mazda RX-7 FD,62500.0,29000,1300.0,75040,Twin-Turbocharged 1.3L Wankel Rotary 
1405,1405,2013,Ford,Ford Mustang S197 2005-2014,44000.0,7000,5000.0,33193,5.0-Liter V8
1406,1406,1999,Porsche,Porsche 996 911,27996.0,62000,3400.0,19010,3.4-Liter Flat-Six
1407,1407,1982,Toyota,Toyota Supra,7700.0,35000,2800.0,32207,Fuel-Injected 2.8L Inline-Six
1408,1408,2002,Ford,Ford Saleen,40000.0,10000,4600.0,48301,Supercharged 4.6-Liter V8
1409,1409,1982,Datsun,Datsun 280ZX,20500.0,68000,2800.0,32207,Turbocharged 2.8L Inline-Six
1410,1410,1969,Honda,Honda Motorcycles,25000.0,30000,736.0,40218,736cc SOHC Inline-Four
1411,1411,2014,Porsche,Porsche 991 911,88250.0,39000,3800.0,33312,3.8-Liter Flat-Six
1412,1412,2020,Ford,Ford Mustang S550,74500.0,15000,5200.0,89012,5.2-Liter Voodoo V8
1413,1413,2006,Nissan,Nissan 350Z,20250.0,17000,3500.0,49457,3.5-Liter V6
1415,1415,1957,Porsche,Porsche 356,197000.0,45000,1600.0,70517,1.6-Liter Flat-Four 
1417,1417,1999,Toyota,Toyota Pickup,16900.0,67000,2700.0,57702,2.7-Liter Inline-Four
1418,1418,1976,Chevrolet,Chevrolet Pickup,10750.0,34000,5735.45,66502,350ci V8
1419,1419,1976,Lincoln,Lincoln Continental,16250.0,29000,7538.02,29588,460ci V8
1420,1420,1990,Chevrolet,Chevrolet Corvette C4,20000.0,18000,5700.0,11758,5.7-Liter L98 V8
1424,1424,2008,BMW,BMW E92/E93 3-Series Coupe & Convertible,13500.0,79000,3000.0,49343,3.0-Liter Inline-Six
1425,1425,1966,Ford,Ford Mustang 1964.5-1966,45750.0,51000,5751.837,30028,351ci Windsor V8
1428,1428,1974,Ford,Ford Bronco U13/U14/U15 1966-1977,105000.0,44000,4948.874,65810,302ci V8
1430,1430,1997,BMW,BMW E36 M3,17006.0,107000,3200.0,11201,3.2-Liter S52 Inline-Six
1431,1431,1979,Triumph,Triumph Wedge,7500.0,29000,2000.0,85283,2.0-Liter Inline-Four
1432,1432,2005,Lotus,Lotus Elise,48750.0,22000,1800.0,1887,1.8-Liter Inline-Four
1433,1433,2005,Maserati,Maserati Coupe & Spyder,16500.0,38000,4200.0,53403,4.2-Liter V8
1435,1435,2005,Mazda,Mazda Miata,14250.0,49000,1800.0,92618,Turbocharged 1.8-Liter Inline-Four
1436,1436,2008,Porsche,Porsche 997 Turbo,69500.0,26000,3600.0,32771,Twin-Turbocharged 3.6L Flat-Six
1438,1438,2003,Toyota,Toyota Land Cruiser 100-Series,39000.0,78000,4700.0,34996,4.7-Liter 2UZ-FE V8
1440,1440,1993,Jeep,Jeep Wrangler,15800.0,123000,4000.0,2642,4.0-Liter Inline-Six
1441,1441,1995,Land Rover,Land Rover Defender 90 NAS,63000.0,102000,3900.0,37205,3.9-liter V8
1443,1443,2003,Mercedes-Benz,Mercedes-Benz AMG,23777.0,52000,5400.0,95212,Supercharged 5.4-Liter V8 
1444,1444,1966,Ford,Ford Mustang 1964.5-1966,17750.0,19000,3277.4,23113,200ci Inline-Six
1445,1445,1966,Shelby,Shelby Cobra Replica,63666.0,10000,7538.02,23834,460ci V8 
1446,1446,1976,Triumph,Triumph TR6,20500.0,50000,2500.0,92020,2.5-Liter Inline-Six
1447,1447,2004,Land Rover,Land Rover Discovery,36000.0,65000,4600.0,33308,Rebuilt 4.6-liter V8
1448,1448,1973,Dodge,Dodge Charger,15750.0,49000,5211.066,24551,318ci V8
1449,1449,1979,Ferrari,Ferrari 308 GT4,60000.0,39000,3200.0,98052,3.2-Liter V8
1450,1450,1966,Cadillac,Cadillac Series 75/Fleetwood,13250.0,73000,7030.023,21532,429ci V8
1451,1451,1987,Porsche,Porsche 944,10944.0,78000,2500.0,78628,2.5-Liter Inline-Four
1452,1452,1987,Ford,Ford Hot Rod,29000.0,34000,4178.685,23451,255ci Flathead V8
1453,1453,1970,Pontiac,Pontiac Tempest / LeMans,21999.0,1000,5735.45,54220,350ci V8
1455,1455,1964,Jeep,Jeep CJ-5,28500.0,45000,2195.858,81416,134ci Inline-Four
1456,1456,1967,Jaguar,Jaguar XKE Series I,390000.0,24000,4200.0,14580,4.2-Liter Inline-Six
1457,1457,1985,Ferrari,Ferrari 308,85000.0,20000,2900.0,18055,2.9-Liter 32-Valve V8
1459,1459,1986,Chevrolet,Chevrolet Camaro 3rd Generation 1982-1992,9300.0,85000,5000.0,20837,5.0-Liter V8 
1460,1460,1970,Datsun,Datsun 510,38500.0,38000,3000.0,92128,3.0L VG30E V6
1461,1461,2008,Land Rover,Land Rover Range Rover L322,32000.0,31000,4200.0,7074,Supercharged 4.2-Liter V8
1465,1465,2002,BMW,BMW Z3 M Coupe,55000.0,39000,3200.0,92663,3.2-Liter Inline-Six
1467,1467,2008,Mercedes-Benz,Mercedes-Benz W211 E-Class,29000.0,13000,3500.0,84790,3.5-Liter V6
1468,1468,2007,Ford,Ford Shelby Mustang,56000.0,30000,5400.0,40014,Supercharged 5.4-Liter V8
1471,1471,1965,Morgan,Morgan Plus 4,45162.0,70000,2138.0,31302,"2,138cc Inline-Four"
1472,1472,1998,Porsche,Porsche 993 911,67000.0,41000,3600.0,95220,3.6-Liter Flat-Six
1473,1473,2020,Mercedes-Benz,Mercedes-Benz Gelandewagen,240000.0,8000,4000.0,75006,Twin-Turbocharged 4.0-Liter V8
1474,1474,1963,Chevrolet,Chevrolet Corvette C2,160000.0,92000,5358.549,40356,327ci V8
1475,1475,1954,MG,MG TF,39000.0,46000,1500.0,95476,"1,500cc XPEG Inline-Four"
1476,1476,1994,Ford,Ford Bronco 4th-5th Generations 1987-1996,16250.0,129000,5800.0,2186,5.8-Liter V8
1477,1477,1967,Chevrolet,Chevrolet Impala,45500.0,5000,6489.252,6795,396ci L35 V8
1478,1478,2007,Porsche,Porsche 911 GT3,235000.0,5000,3600.0,97227,3.6-Liter Flat Six
1480,1480,2001,BMW,BMW 7-Series,27000.0,67000,4400.0,90650,4.4-Liter V8 
1483,1483,1960,BMW,BMW Motorcycles,16805.0,63000,594.0,94404,594cc Opposed Twin
1484,1484,2005,Mercedes-Benz,Mercedes-Benz AMG,37000.0,52000,5400.0,90025,Supercharged 5.4-Liter V8
1485,1485,1973,Chevrolet,Chevrolet El Camino,18250.0,55000,5700.0,6810,5.7-liter Vortec V8 
1486,1486,1999,BMW,BMW E36 M3,28500.0,179000,3200.0,22102,Supercharged 3.2-Liter Inline-Six
1487,1487,2002,BMW,BMW 2002,19783.0,30000,2000.0,22309,2.0-Liter M10 Inline-Four
1488,1488,2017,McLaren,McLaren Sports Series,147000.0,15000,3800.0,91367,Twin-Turbocharged 3.8-Liter V8
1489,1489,1993,Nissan,Nissan 300ZX,45500.0,40000,3000.0,91711,Twin-Turbocharged 3.0-Liter V6
1493,1493,1950,Chevrolet,Chevrolet Pickup,26500.0,92000,3539.592,32401,216ci Inline-Six
1495,1495,1974,Ford,Ford Torino,9750.0,32000,5751.837,95356,351ci V8
1496,1496,1991,GMC,GMC Syclone,80000.0,18000,4300.0,1929,Turbocharged 4.3-Liter V6
1498,1498,2006,Hummer,Hummer H1,162000.0,58000,6600.0,75201,6.6-Liter Turbodiesel V8
1499,1499,1996,Ferrari,Ferrari F355,133000.0,15000,3500.0,12534,3.5-liter DOHC V8
1500,1500,1971,Jaguar,Jaguar XKE Series II,16500.0,49000,5300.0,94530,5.3-Liter V12
1502,1502,1995,Mercedes-Benz,Mercedes-Benz 500E & E500,46000.0,91000,5000.0,2152,5.0-Liter M119 DOHC V8
1503,1503,1957,MG,MG MGA,22000.0,5000,1800.0,11937,Modified 1.8L Inline-Four
1504,1504,1997,Chevrolet,Chevrolet Suburban,28000.0,123000,7400.0,83835,7.4-Liter Vortec V8
1507,1507,1962,Ford,Ford Falcon,5600.0,45000,2359.728,20837,144ci Inline-Six
1508,1508,1979,Ford,Ford Bronco 2nd Generation 1978-1979,22290.0,87000,6554.8,2351,400ci V8
1510,1510,2008,Porsche,Porsche 997 911,49911.0,32000,3800.0,85226,3.8-Liter Flat-Six
1513,1513,2021,Mercedes-Benz,Mercedes-Benz E55 & E63 AMG Wagon,129950.0,30000,4000.0,98248,Twin-Turbocharged 4.0-Liter V8
1514,1514,1992,Chevrolet,Chevrolet Corvette C4,47250.0,51000,6276.2210000000005,97227,383ci Stroker V8 
1516,1516,2004,Ford,Ford Mustang SN95 1994-2004,29750.0,21000,4600.0,38002,Supercharged 4.6-Liter V8
1517,1517,2003,Lexus,Lexus LX SUV,20000.0,262000,4700.0,77019,4.7-Liter V8
1519,1519,1993,BMW,BMW E34 M5,60000.0,137000,3800.0,92056,3.8-Liter S38 Inline-Six
1521,1521,2000,Alfa Romeo,Alfa Romeo 105/115 Series Spider,17378.0,12000,2000.0,92007,Fuel-Injected 2.0L Inline-Four
1522,1522,2000,Alfa Romeo,Alfa Romeo 105/115 Series Coupe,43750.0,36000,2000.0,92612,Twin-Cam 2.0L Inline-Four
1523,1523,1975,BMW,BMW Motorcycles,7600.0,3000,898.0,28739,898cc Air-Cooled Opposed Twin
1525,1525,1994,Toyota,Toyota SW20 MR2,26500.0,68000,2200.0,84118,2.2-Liter Inline-Four
1527,1527,2001,BMW,BMW Z3 M Roadster,32000.0,36000,3200.0,22180,3.2-Liter S54 Inline-Six
1529,1529,1978,Chevrolet,Chevrolet Corvette C3,22000.0,14000,5735.45,44011,350ci L48 V8
1530,1530,1951,Studebaker,Studebaker Pickup,14000.0,46000,4014.815,71459,245ci Inline-Six
1532,1532,2017,Ferrari,Ferrari California,160400.0,14000,3900.0,94404,Twin-Turbocharged 3.9-Liter V8 
1533,1533,1959,Volkswagen,Volkswagen Beetle,48000.0,24000,1192.0,97227,"1,192cc Flat-Four"
1534,1534,2002,Porsche,Porsche 986 Boxster,20000.0,14000,2700.0,91030,Replacement 2.7-Liter Flat-Six
1535,1535,1957,Chevrolet,Chevrolet Corvette C1,105000.0,10000,4637.521,22556,283ci V8
1537,1537,1978,International Harvester,International Harvester Scout,23000.0,27000,3200.0,17331,3.2-Liter Diesel Inline-Six
1538,1538,1995,BMW,BMW E36 3-Series,8200.0,95000,2500.0,92115,2.5-Liter M50 Inline-Six
1539,1539,1999,Acura,Acura NSX NA1/NA2,130000.0,23000,3200.0,29910,3.2-Liter V6
1540,1540,1993,Mazda,Mazda RX-7 FD,40000.0,84000,1300.0,27606,Twin-Turbocharged 1.3-Liter Rotary
1542,1542,2001,BMW,BMW Z3,16010.0,88000,2500.0,10560,2.5-Liter Inline-Six
1543,1543,1984,Fiat,Fiat X1/9,19000.0,62000,1500.0,46220,1.5-Liter Inline-Four
1544,1544,2006,BMW,BMW E60 M5,16750.0,70000,5000.0,90046,5.0-Liter S85 V10
1545,1545,2002,Lexus,Lexus LS Sedan,20400.0,59000,4300.0,85225,4.3-Liter V8
1547,1547,1962,Volkswagen,Volkswagen Karmann Ghia,30000.0,96000,1300.0,97504,Replacement Air-Cooled 1.3L Flat-Four
1549,1549,2006,Porsche,Porsche 997 911,45500.0,24000,3600.0,28273,3.6-Liter Flat-Six
1551,1551,2004,BMW,BMW E46 330 ZHP,17700.0,66000,3000.0,95014,3.0-Liter M54 Inline-Six
1552,1552,2000,Mercedes-Benz,Mercedes-Benz R129 SL,17250.0,34000,5000.0,12302,5.0-Liter V8
1553,1553,1970,Triumph,Triumph Motorcycles,6100.0,7000,649.0,12302,649cc Parallel Twin
1554,1554,1940,Ford,Ford Hot Rod,34500.0,7000,5700.0,7821,5.7L LT1 V8
1555,1555,2002,BMW,BMW E39 M5,30500.0,65000,4900.0,6877,4.9-Liter V8
1556,1556,1967,Sunbeam,Sunbeam Tiger,71500.0,74000,4260.62,97227,260ci Ford V8 
1557,1557,2005,Porsche,Porsche 996 Turbo,65000.0,26000,3600.0,85253,Twin-Turbocharged 3.6L Flat-Six
1558,1558,1989,Ford,Ford Fox-Body Mustang,48200.0,6000,5000.0,55449,5.0-Liter V8 
1559,1559,2009,Porsche,Porsche Cayenne,12250.0,143000,3600.0,33186,3.6-Liter V6
1560,1560,1975,Jeep,Jeep CJ-5,12250.0,10000,4981.648,93711,304ci V8
1561,1561,1994,GMC,GMC Pickup,14000.0,69000,5700.0,95131,5.7-Liter V8
1562,1562,1987,Porsche,Porsche 911 Carrera 3.2,49250.0,86000,3200.0,7711,3.2-Liter Flat-Six
1564,1564,1996,Mercedes-Benz,Mercedes-Benz W140 S-Class,11250.0,76000,4200.0,85225,4.2-Liter V8
1567,1567,1982,Chevrolet,Chevrolet Corvette C3,19100.0,66000,5735.45,85234,350ci L83 V8
1570,1570,1980,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,17000.0,27000,5735.45,60453,350ci V8
1572,1572,2001,Jaguar,Jaguar XJ,11400.0,78000,4000.0,60585,4.0-Liter V8
1575,1575,2005,Porsche,Porsche 997 911,40250.0,116000,3800.0,80908,3.8-Liter Flat-Six
1577,1577,1966,Chevrolet,Chevrolet Impala,14646.0,99000,6489.252,77402,396ci V8
1578,1578,1995,Mercedes-Benz,Mercedes-Benz W124 E-Class,24000.0,104000,3200.0,7753,3.2-Liter M104 Inline-Six
1580,1580,1994,Dodge,Dodge Pickup,17500.0,73000,5900.0,84118,5.9-Liter Cummins Turbodiesel Inline-Six
1582,1582,1970,Plymouth,Plymouth Barracuda,55500.0,91000,5571.58,12110,340ci V8
1584,1584,1972,Porsche,Porsche Longhood 911,107991.0,75000,2700.0,33993,Modified 2.7-Liter Flat-Six
1585,1585,1972,Shelby,Shelby Cobra Replica,33777.0,152000,6440.091,8060,393ci V8
1586,1586,1968,Cadillac,Cadillac Series 75/Fleetwood,31750.0,94000,7734.664000000001,21532,472ci V8
1588,1588,2017,Jaguar,Jaguar F-Type,73000.0,13000,5000.0,15237,Supercharged 5.0-Liter V8
1589,1589,1999,Porsche,Porsche 996 911,27500.0,125000,3400.0,8902,3.4-Liter Flat-Six
1590,1590,1999,Ford,Ford Hot Rod,51000.0,9000,5300.0,34997,5.3-Liter Jaguar V12 
1591,1591,1962,Pontiac,Pontiac Tempest / LeMans,19000.0,7000,3195.465,37931,195ci Slant-Four
1593,1593,1999,BMW,BMW E36 M3,29000.0,65000,3200.0,60062,3.2-Liter S52 Inline-Six
1595,1595,1999,Ferrari,Ferrari 550 Maranello,175000.0,40000,5500.0,19380,5.5-Liter V12
1597,1597,1971,Datsun,Datsun 510,19510.0,63000,1800.0,90603,L18 1.8-Liter Inline-Four
1598,1598,1969,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,36000.0,47000,5817.385,92027,Replacement 355ci V8
1599,1599,1967,Chevrolet,Chevrolet Corvette C2,81000.0,96000,5358.549,77401,Replacement 327ci V8
1601,1601,1995,Ferrari,Ferrari 348,67500.0,27000,3400.0,70122,3.4-Liter F119 V8
1602,1602,2006,Mini,Mini Modern,31750.0,45000,1600.0,98021,Supercharged 1.6-Liter Inline-Four
1603,1603,2004,Ferrari,Ferrari 360,210360.0,33000,3600.0,93103,3.6-Liter V8
1604,1604,2005,Ferrari,Ferrari F430,188000.0,21000,4300.0,92106,4.3-Liter V8
1605,1605,1972,Ferrari,Ferrari 365 GTC/4,201000.0,20000,4400.0,33178,4.4-Liter Colombo V12
1609,1609,1987,Porsche,Porsche 911 Carrera 3.2,103000.0,86000,3200.0,93013,3.2-Liter Flat-Six
1611,1611,1989,BMW,BMW E30 3-Series,10250.0,116000,2500.0,91406,2.5-Liter M20 Inline-Six
1612,1612,1985,Jeep,Jeep Grand Wagoneer,17000.0,179000,4227.8460000000005,52003,258ci Inline-Six
1613,1613,2013,Mini,Mini Modern,25500.0,28000,1600.0,45202,Turbocharged 1.6-Liter Inline-Four
1616,1616,2000,Porsche,Porsche 996 911,35000.0,74000,3400.0,70125,3.4-Liter Flat-Six
1617,1617,2006,Porsche,Porsche 997 911,53411.0,35000,3800.0,33458,3.8-Liter Flat-Six
1619,1619,2006,Jaguar,Jaguar XKR,19500.0,72000,4200.0,19026,Supercharged 4.2-Liter V8
1620,1620,2001,Jeep,Jeep Wrangler,22000.0,92000,4000.0,20111,4.0-Liter Inline-Six
1621,1621,1966,Chevrolet,Chevrolet Corvette C2,66000.0,43000,5358.549,2906,327ci V8
1622,1622,1970,Chevrolet,Chevrolet Pickup,16750.0,59000,5735.45,92335,350ci V8
1623,1623,2004,Honda,Honda S2000,30999.0,54000,2200.0,57783,2.2-Liter VTEC Inline-Four
1624,1624,1991,BMW,BMW E30 3-Series,25000.0,73000,2500.0,30052,2.5-Liter Inline-Six
1625,1625,1971,International Harvester,International Harvester Scout,25750.0,87000,5653.515,81506,345ci V8
1626,1626,1997,Honda,Honda Motorcycles,5200.0,19000,1137.0,54944,"1,137cc DOHC Inline-Four"
1627,1627,2007,Mercedes-Benz,Mercedes-Benz W221 S-Class,36500.0,49000,6000.0,53114,Twin-Turbocharged 6.0-Liter V12
1630,1630,2000,BMW,BMW E39 M5,25000.0,96000,4900.0,60467,4.9-Liter S62 V8
1631,1631,2007,BMW,BMW E63/E64 M6,31250.0,42000,5000.0,84790,5.0-Liter V10
1633,1633,1993,Chevrolet,Chevrolet Corvette C4,29000.0,46000,5700.0,2837,5.7-Liter V8
1634,1634,1987,BMW,BMW E24 M6,28250.0,92000,3500.0,7604,3.5-Liter Inline-Six
1636,1636,1963,Mercedes-Benz,Mercedes-Benz W111 Coupe & Cabriolet,95600.0,53000,2200.0,97227,2.2-Liter Inline-Six 
1637,1637,2006,Mercedes-Benz,Mercedes-Benz AMG,75000.0,10000,6000.0,75078,Twin-Turbocharged 6.0-Liter M275 V12
1639,1639,1991,Land Rover,Land Rover Range Rover Classic,19500.0,98000,3900.0,18974,3.9-Liter V8
1640,1640,1999,Porsche,Porsche 986 Boxster,17750.0,47000,2500.0,7074,2.5-Liter Flat-Six
1641,1641,1979,Toyota,Toyota Land Cruiser FJ40,40500.0,33000,4200.0,7901,4.2-Liter Inline-Six
1642,1642,1987,Mercedes-Benz,Mercedes-Benz R107 SL,30600.0,21000,5500.0,6605,5.5-Liter V8
1643,1643,2013,Mercedes-Benz,Mercedes-Benz R231 SL,71500.0,18000,5500.0,92887,Twin-Turbocharged 5.5-Liter V8
1645,1645,2008,Porsche,Porsche Cayenne,30000.0,118000,4800.0,28217,4.8-Liter V8
1646,1646,2004,BMW,BMW E46 330 ZHP,9999.0,115000,3000.0,7074,3.0-Liter Inline-Six
1647,1647,1984,Mercedes-Benz,Mercedes-Benz R107 SL,13500.0,56000,2800.0,7052,2.8-Liter M110 Inline-Six
1648,1648,2013,BMW,BMW E90/E92/E93 M3,75000.0,5000,4000.0,23964,4.0-Liter S65 V8
1649,1649,2006,Porsche,Porsche 997 911,49500.0,48000,3800.0,29928,3.8-Liter Flat-Six
1652,1652,2006,Mercedes-Benz,Mercedes-Benz AMG,41750.0,37000,5400.0,37924,5.4-Liter V8
1654,1654,1971,Porsche,Porsche 944,15750.0,51000,2500.0,32084,2.5-Liter Inline-Four
1655,1655,2021,Ford,Ford Mustang S550,113113.0,98000,5200.0,30040,Supercharged 5.2-Liter V8
1656,1656,1968,Dodge,Dodge Charger,37250.0,35000,5211.066,68506,318ci V8
1658,1658,2016,Porsche,Porsche 991 911,72500.0,39000,3800.0,10549,3.8-Liter Flat-Six
1659,1659,1970,Porsche,Porsche Longhood 911,95000.0,21000,2200.0,85018,2.2L Flat-Six
1660,1660,2000,BMW,BMW Z3 M Coupe,41041.0,99000,3200.0,91423,3.2-Liter S52 Inline-Six
1661,1661,2020,BMW,BMW M2,64500.0,3000,3000.0,1879,Twin-Turbocharged 3.0-Liter S55 Inline-Six
1662,1662,2007,Jaguar,Jaguar XK,23500.0,10000,4200.0,94558,4.2-Liter V8
1663,1663,1996,Toyota,Toyota Land Cruiser 80-Series,13750.0,206000,4500.0,74137,Turbocharged 4.5L 1FZ-FE Inline-Six
1665,1665,2003,Chevrolet,Chevrolet Pickup,75000.0,51000,6600.0,85260,6.6-Liter Duramax Turbodiesel V8
1667,1667,1995,Porsche,Porsche 993 911,121991.0,18000,3600.0,32757,3.6-Liter Flat-Six
1668,1668,2019,Aston Martin,Aston Martin V8 Vantage,113000.0,6000,4000.0,63005,Twin-Turbocharged 4.0-Liter V8
1669,1669,2010,Chevrolet,Chevrolet Camaro 5th Generation 2010-2015,30000.0,19000,6200.0,7070,Supercharged 6.2-Liter LS3 V8
1670,1670,2017,Mercedes-Benz,Mercedes-Benz Gelandewagen,112000.0,38000,5500.0,10560,Twin-Turbocharged 5.5-Liter V8
1671,1671,1987,Porsche,Porsche 928,38000.0,68000,5000.0,95436,5.0-Liter DOHC V8
1672,1672,1995,GMC,GMC Pickup,16000.0,120000,5700.0,35645,5.7-Liter V8
1673,1673,1980,Ford,Ford Thunderbird,7800.0,58000,4200.0,29588,4.2-Liter V8
1676,1676,1971,Lamborghini,Lamborghini Jarama,140000.0,29000,3900.0,92627,3.9-Liter DOHC V12
1677,1677,2001,Volkswagen,Volkswagen EuroVan,29000.0,62000,2800.0,80905,2.8-Liter VR6
1681,1681,2004,BMW,BMW E46 M3,57000.0,18000,3200.0,90015,3.2-Liter S54 Inline-Six
1682,1682,2020,Jeep,Jeep Pickup,72000.0,13000,6200.0,28411,Supercharged 6.2-Liter Hellcat V8
1683,1683,1986,Oldsmobile,Oldsmobile 4-4-2,15500.0,84000,5030.809,48189,307ci V8
1684,1684,2009,Porsche,Porsche 997 Turbo,114000.0,7000,3600.0,45429,Twin-Turbocharged 3.6L Flat-Six
1685,1685,2007,Ferrari,Ferrari 599 GTB & GTO,153000.0,14000,6000.0,92121,6.0-Liter V12
1686,1686,1964,Ford,Ford Falcon,45500.0,37000,4260.62,92121,260ci V8
1688,1688,2020,Ford,Ford F-Series 2015-2020,90000.0,8000,5000.0,30157,Supercharged 5.0-Liter V8
1693,1693,2019,Honda,Honda Civic,41000.0,5000,2000.0,30060,Turbocharged 2.0-Liter Inline-Four
1694,1694,1966,Dodge,Dodge Power Wagon,40000.0,44000,5211.066,92024,318ci V8
1695,1695,2002,Porsche,Porsche 996 Turbo,87500.0,19000,3600.0,75234,Twin-turbocharged 3.6L Flat-Six
1699,1699,2008,Mercedes-Benz,Mercedes-Benz Gelandewagen,50000.0,109000,5000.0,63005,5.0-Liter M113 V8
1701,1701,1967,Ford,Ford Mustang 1967-1968,14250.0,4000,4735.843,67037,289ci V8
1702,1702,1970,Chevrolet,Chevrolet Nova,30250.0,24000,5735.45,28739,350ci V8
1703,1703,1959,Cadillac,Cadillac Sixty Special,65000.0,55000,6390.93,78746,390ci V8
1704,1704,2018,Ferrari,Ferrari 488,241000.0,17000,3900.0,23451,Twin-Turbocharged 3.9-Liter V8
1705,1705,1972,BMW,BMW 2002tii,28550.0,93000,2000.0,95682,2.0-Liter Inline-Four 
1706,1706,1971,Volkswagen,Volkswagen Type 3,18550.0,44000,2500.0,95377,Subaru 2.5-Liter Flat-Four
1707,1707,1986,Porsche,Porsche 930 Turbo,122000.0,33000,3300.0,73116,Turbocharged 3.3-Liter Flat-Six
1709,1709,1970,Ford,Ford Mustang 1969-1973,245000.0,52000,7030.023,60076,429ci V8
1711,1711,1964,Triumph,Triumph TR4,37000.0,20000,2138.0,22306,"2,138cc Inline-Four"
1712,1712,1966,Ford,Ford Mustang 1964.5-1966,20000.0,55000,4735.843,96150,289ci V8
1714,1714,1995,BMW,BMW Motorcycles,9000.0,7000,980.0,81435,980cc Opposed Twin
1715,1715,1973,Mercedes-Benz,Mercedes-Benz W114 & W115,21000.0,96000,2800.0,94608,2.8-Liter Inline-Six
1717,1717,2016,Ford,Ford Mustang S550,64000.0,8000,5200.0,32128,5.2-Liter Voodoo V8
1718,1718,1986,Mercedes-Benz,Mercedes-Benz R107 SL,26250.0,56000,5500.0,33496,5.5-Liter V8
1719,1719,2017,Porsche,Porsche 991 Turbo,170000.0,20000,3800.0,46112,Twin-Turbocharged 3.8-Liter Flat-Six
1720,1720,1977,Ford,Ford F-Series 1973-1979,20500.0,51000,7538.02,10536,Replacement 460ci V8
1721,1721,1979,Volkswagen,Volkswagen Beetle,20000.0,78000,1600.0,85260,1.6-Liter Flat-Four
1722,1722,1970,Triumph,Triumph Spitfire,15750.0,68000,1296.0,92382,"1,296cc Inline-Four"
1723,1723,1973,Chevrolet,Chevrolet Camaro 2nd Generation 1970-1981,37000.0,5000,6000.0,58554,6.0-Liter LS2 V8 
1724,1724,2011,Saab,Saab 9-3,12250.0,92000,2000.0,46142,Turbocharged 2.0-Liter Inline-four
1725,1725,1999,BMW,BMW Z3,14003.0,114000,2800.0,30005,2.8-Liter Inline-Six
1728,1728,1994,Ford,Ford F-Series 1992-1997,25500.0,17000,4900.0,15312,4.9-Liter Inline-Six
1730,1730,1990,Ford,Ford Bronco II,9900.0,74000,2800.0,35645,2.8-Liter V6
1732,1732,1967,Chevrolet,Chevrolet Chevelle,43000.0,97000,6489.252,18426,396ci V8
1733,1733,2003,Jaguar,Jaguar XJ,18250.0,26000,4000.0,7074,4.0-Liter V8 
1734,1734,2005,Dodge,Dodge Ram SRT-10 Pickup,28000.0,37000,8300.0,89118,8.3-Liter V10
1735,1735,2001,Mercedes-Benz,Mercedes-Benz R129 SL,27500.0,40000,5000.0,92627,5.0-Liter V8
1736,1736,2007,Porsche,Porsche 987 Cayman,30000.0,28000,3400.0,54915,3.4-Liter Flat-Six
1737,1737,2008,Mitsubishi,Mitsubishi Lancer Evolution,21750.0,22000,2000.0,98033,Turbocharged 2.0-Liter Inline-Four
1738,1738,1967,Mercedes-Benz,Mercedes-Benz W113 SL,58000.0,51000,2500.0,77079,2.5L Inline-Six
1740,1740,1961,Mercedes-Benz,Mercedes-Benz 190SL,89501.0,75000,1900.0,77079,1.9L Inline-Four
1741,1741,2006,Porsche,Porsche 997 911,40000.0,52000,3800.0,95237,3.8-Liter Flat-Six
1742,1742,1972,Ford,Ford F-Series 1967-1972,24000.0,3000,7538.02,93065,460ci V8
1744,1744,1994,Land Rover,Land Rover Defender 90 NAS,66000.0,105000,3900.0,90274,3.9-Liter V8
1746,1746,2007,Ferrari,Ferrari F430,145000.0,9000,4300.0,32259,4.3-Liter V8
1747,1747,1989,Ferrari,Ferrari 328,111328.0,21000,3200.0,92376,3.2-Liter V8 
1748,1748,1978,Mercedes-Benz,Mercedes-Benz R107 SL,11750.0,93000,4500.0,20009,4.5-Liter V8
1750,1750,1987,Jeep,Jeep Grand Wagoneer,14500.0,100000,5899.32,24541,360ci V8
1751,1751,1988,BMW,BMW E30 3-Series,10750.0,150000,2500.0,85286,2.5-Liter M20 Inline-Six
1752,1752,2003,Land Rover,Land Rover Discovery,13250.0,110000,4600.0,95131,4.6-Liter V8
1753,1753,1968,Chevrolet,Chevrolet Corvair,9400.0,45000,2687.468,98058,164ci Air-Cooled Flat-six
1754,1754,1975,Honda,Honda Motorcycles,9800.0,23000,736.0,32960,736cc SOHC Inline-Four
1756,1756,2002,Porsche,Porsche 996 Turbo,57069.0,48000,3600.0,32223,Twin-Turbocharged 3.6L Flat-Six
1757,1757,2009,Porsche,Porsche Cayenne,29000.0,65000,4800.0,53114,4.8-Liter V8
1758,1758,1982,Mercedes-Benz,Mercedes-Benz R107 SL,11750.0,77000,3800.0,53114,3.8-Liter V8
1759,1759,2007,Mercedes-Benz,Mercedes-Benz R230 SL,34500.0,25000,5500.0,92262,5.5-Liter V8
1762,1762,1972,Volvo,Volvo P1800/1800,9901.0,93000,2100.0,52101,Replacement 2.1L B21 Inline-Four
1763,1763,1994,Nissan,Nissan 300ZX,13500.0,70000,3000.0,66006,3.0-Liter V6
