,year,make,model,final_price,mileage,engine,zipcode
1759,2007,Mercedes-Benz,Mercedes-Benz R230 SL,"$34,500",25000,5.5-Liter V8,92262
1760,2007,Porsche,Porsche 944 Turbo,"$3,910",0,Anodized Lips,92009
1761,2007,Shelby,Shelby CSX Cobra Continuation,"$175,000",0,482ci V8,94066
1762,1972,Volvo,Volvo P1800/1800,"$9,901",93000,Replacement 2.1L B21 Inline-Four,52101
1763,1994,Nissan,Nissan 300ZX,"$13,500",70000,3.0-Liter V6,66006
1764,1991,Mitsubishi,90s,"$19,000",52000,Turbocharged 2.0-Liter Inline-Four,85142
1765,1959,MG,MG MGA,"$25,000",300000,Chevrolet 383ci Stroker V8,92646
1766,2005,Mercedes-Benz,Mercedes-Benz W220 S-Class,"$18,250",40000,Twin-Turbocharged 5.5L V12,28741
1767,2011,Porsche,Porsche 997 Turbo,"$138,000",0,Twin-Turbocharged 3.8L Flat-Six,52404
1768,1996,Mazda,Mazda Miata,"$10,250",12000,1.8-Liter DOHC InLine-Four,1867
1769,1996,inGerman,oryParts,"$4,000",0,"2@ 17""X8"" w/+20mm Offset",90601
1770,1989,Porsche,Porsche 911 Carrera 3.2,"$55,500",114000,3.2-Liter Flat-Six,97227
1771,2009,Pontiac,Pontiac Solstice & Saturn Sky,"$27,750",10000,Turbocharged 2.0-Liter Inline-Four,16229
1772,2002,Porsche,Porsche 996 911,"$27,000",95000,3.6-Liter Flat-Six,95628
1773,2011,Porsche,Porsche 911 GT3,"$195,000",0,8k Miles,33614
1774,1960,Volkswagen,Volkswagen Beetle,"$19,000",97000,Rebuilt 1.2-Liter Flat-Four,95482
1775,1973,Ford,Ford Mustang 1969-1973,"$15,600",45000,351ci V8,60191
1776,1973,Toyota,Toyota Land Cruiser FJ40,"$40,000",44000,3.9-Liter F155 Inline-Six,28677
1777,1980,Mercedes-Benz,Mercedes-Benz W116 S-Class,"$23,000",58000,3.0-Liter Turbodiesel Inline-Five,34429
1778,1975,Yamaha,70s,"$4,900",5000,123cc Two-Stroke Single,54944
1779,1997,BMW,BMW E36 M3,"$28,750",119000,3.2-Liter S52 Inline-Six,15367
1780,1967,Pontiac,Pontiac Catalina,"$17,500",25000,400ci V8,15367
1781,2017,Porsche,Porsche 991 911,"$93,000",32000,Twin-Turbocharged 3.0L Flat-Six,32603
1782,2021,Ferrari,Ferrari 812 Superfast & 812 GTS,"$675,000",0,6.5-Liter V12 ,90025
1783,1979,Porsche,Porsche 911SC,"$90,500",0,3.1-Liter Flat-Six,8052
1784,1928,Ford,Ford Model A,"$23,250",0,Rebuilt 201ci Inline-Four,17603
1785,1928,inItalian,oryParts,"$1,500",0,+22mm Offset ,90250
1786,1987,BMW,BMW E24 6-Series,"$14,150",20000,3.4-Liter Inline-Six,1810
1787,1992,Cadillac,Cadillac DeVille,"$14,500",34000,4.9-Liter V8,29588
1788,1989,Jaguar,Jaguar XJS,"$21,250",6000,5.3-Liter V12,6897
1789,1967,Mercury,Mercury Cougar,"$19,000",46000,C-code 289ci V8,34429
1790,2019,Chevrolet,Chevrolet Corvette C7,"$155,000",0,Supercharged 6.2-Liter LT5 V8,78734
1791,1996,BMW,BMW E31 8-Series,"$71,000",27000,5.4-Liter V12,91316
1792,2011,BMW,BMW 1M,"$75,000",21000,Twin-Turbocharged 3.0-Liter Inline-Six,32055
1793,1961,960s,nAmerican,"$38,500",0,Twin Weber 45 DCOE Carburetors,94608
1794,1992,GMC,GMC Typhoon,"$23,000",78000,Turbocharged 4.3-Liter V6,60194
1795,1942,Diamond T,40s,"$43,250",0,Gas-Powered 386ci White 160AX Inline-Six ,46360
1796,1963,Willys,60s,"$23,000",94000,350ci Chevrolet V8,95070
1797,1955,Ford,Ford Thunderbird,"$32,750",98000,292ci V8,85260
1798,1990,Porsche,Porsche 964 911,"$91,000",119000,3.6-Liter Flat-Six,92677
1799,1972,Honda,Honda Motorcycles,"$3,800",3000,99cc Four-Stroke Single,54944
1800,2015,Porsche,Porsche Cayenne,"$52,000",51000,3.0-Liter Turbodiesel V6,53114
1801,1972,Alfa Romeo,Alfa Romeo 105/115 Series Coupe,"$42,750",0,1.6L Twin-Cam Inline-Four,53114
1802,1988,Toyota,Toyota 4Runner,"$22,000",166000,Retrofitted 5VZ-FE 3.4L V6,90740
1803,1987,Porsche,Porsche 911 Carrera 3.2,"$85,105",70000,3.2-Liter Flat-Six,75207
1804,2006,Ford,Ford GT 1st Generation,"$500,500",650000,One-Owner Example ,90049
1805,2019,Ford,Ford GT 2nd Generation,"$1,057,000",800000,Twin-Turbocharged 3.5L EcoBoost V6 ,94022
1806,1974,Ferrari,Ferrari Dino,"$853,000",0,Refurbished 2017-2019,90210
1807,1998,Mercedes-Benz,Mercedes-Benz W210 E-Class,"$8,500",143000,Turbodiesel 3.0-Liter Inline-Six,94903
1808,1977,Porsche,Porsche 930 Turbo,"$86,411",56000,Turbocharged 3.2-Liter Flat-Six,10549
1809,1974,Volkswagen,Volkswagen Bus,"$26,000",22000,1.7-Liter Flat-Four,92011
1810,1963,International Harvester,International Harvester Scout,"$9,900",72000,Buick 225ci V6,81212
1811,1993,Dodge,Dodge Pickup,"$30,250",85000,5.9L Cummins Turbodiesel Inline-Six,81223
1812,2002,Porsche,Porsche 996 911,"$25,500",99000,Replacement 3.6-Liter Flat-Six,94043
1813,1978,Pontiac,Pontiac Firebird,"$19,000",31000,400ci V8,54016
1814,1969,MG,MG MGC,"$23,000",77000,2.9-Liter Inline-Six,11965
1815,2021,Lexus,20s,"$175,000",0,128 Miles,19807
1816,1978,Mercedes-Benz,Mercedes-Benz R107 SL,"$12,750",161000,4.5-Liter V8,91107
1817,1972,Rolls-Royce,Rolls-Royce SY Silver Shadow & Silver Wraith II,"$37,000",65000,6.75-Liter V8,34212
1818,1971,Volkswagen,Volkswagen Karmann Ghia,"$17,000",13000,1.5-Liter Flat-Four,80123
1819,1981,Land Rover,Land Rover Series 88,"$36,000",0,2.25-Liter Diesel Inline-Four,22205
1820,1990,Porsche,Porsche 964 911,"$67,000",29000,3.6-Liter Flat-Six,80433
1821,2006,Mercedes-Benz,00s,"$19,750",53000,5.0-Liter M113 V8,12590
1822,2002,Pontiac,Pontiac Firebird,"$45,500",825000,5.7-Liter LS1 V8,46797
1823,1997,Land Rover,Land Rover Defender 90 NAS,"$75,000",0,80k Miles,28730
1824,1980,Mercedes-Benz,Mercedes-Benz W123,"$4,200",325000,3.0-Liter Diesel Inline-Five,81301
1825,1991,Acura,Acura NSX NA1/NA2,"$64,500",88000,3.0-Liter V6,83616
1826,1999,Mazda,Mazda Miata,"$10,750",10000,32k Miles Shown,83616
1827,1964,Porsche,Porsche 356,"$87,001",98000,Replacement 1.7L Flat-Four,98273
1828,2014,Porsche,Porsche 991 Turbo,"$122,000",28000,Twin-Turbocharged 3.8L Flat-Six,97034
1829,2000,Ferrari,Ferrari 360,"$75,000",37000,3.6-Liter DOHC V8,97034
1830,1955,Chevrolet,Chevrolet Tri-5,"$32,109",14000,350ci V8,97224
1831,2014,Jeep,Jeep Wrangler,"$33,500",77000,3.6-Liter V6,92129
1832,2013,Chevrolet,Chevrolet Corvette C6,"$48,750",31000,7.0-Liter LS7 V8,33625
1833,2001,Porsche,Porsche 996 Turbo,"$53,996",41000,Twin-Turbocharged 3.6L Flat-Six,91343
1834,2009,Porsche,Porsche 997 911,"$64,900",23000,3.8-Liter Flat-Six,31405
1835,2002,BMW,BMW E46 M3,"$30,500",56000,3.2-Liter S54 Inline-Six,30004
1836,1987,Mercedes-Benz,Mercedes-Benz R107 SL,"$27,000",70000,5.5-Liter V8,92677
1837,2018,Porsche,Porsche 991 Turbo,"$285,000",0,620 Miles,77378
1838,2020,Chevrolet,Chevrolet Corvette C8,"$81,500",6000,6.2-Liter LT2 V8,34990
1839,1967,Chevrolet,Chevrolet Camaro 1st Generation 1967-1969,"$39,750",43000,350ci V8,80924
1840,1994,Ford,Ford Mustang SN95 1994-2004,"$9,800",66000,5.0-Liter V8,32224
1841,1957,Chevrolet,Chevrolet Corvette C1,"$60,000",14000,283ci V8,90046
1842,1975,Porsche,Porsche 914,"$25,500",86000,1.8L Flat-Four,93940
1843,1977,Ford,Ford F-Series 1973-1979,"$9,500",31000,400ci V8,55407
1844,2005,Ford,Ford Thunderbird,"$32,550",0,"#445 of 1,500 50th Anniversary Cars",98273
1845,1995,Porsche,Porsche 993 911,"$84,993",75000,3.6-Liter Flat-Six,73012
1846,2022,Ford,Ford U725 Bronco,"$58,000",3000,Turbocharged 2.3-Liter EcoBoost Inline-Four,97504
1847,2020,Dodge,Dodge Challenger,"$130,000",0,Supercharged 6.2-Liter V-8,29588
1848,1960,Jaguar,Jaguar XK150,"$50,000",65000,3.8-Liter Inline-Six,92014
1849,2009,Chevrolet,Chevrolet Corvette C6,"$66,000",10000,Supercharged 6.2-Liter LS9 V8,7604
1850,2015,Ford,Ford Mustang S550,"$36,500",6000,Roush Supercharged 5.0-Liter V8,7739
1851,1977,Honda,Honda Motorcycles,"$3,100",800000,173cc SOHC Four-Stroke Single,7739
1852,2008,BMW,BMW E60 M5,"$127,500",10000,5.0-Liter V10,2896
1853,2008,BMW,BMW E90/E92/E93 M3,"$31,000",36000,4.0-Liter S65 V8,19807
1854,1966,Ford,Ford Bronco U13/U14/U15 1966-1977,"$42,000",82000,170ci Inline-Six,93012
1855,1980,Fiat,Fiat 124 Spider,"$12,575",50000,2.0-Liter Inline-Four,10013
1856,1998,Bentley,Bentley SZ Coupe,"$61,000",0,Turbocharged 6.75L V8,90210
1857,1952,Mercedes-Benz,50s,"$88,000",0,3.0-Liter M186 Inline-Six,91803
1858,1996,Buick,Buick Roadmaster,"$10,805",26000,5.7-Liter V8,11740
1859,1959,International Harvester,International Harvester Travelall,"$37,250",72000,240ci Inline-Six,19446
1860,1988,BMW,BMW E30 3-Series,"$24,000",61000,2.7-Liter Inline-Six,94595
1861,1988,Ford,Ford Hot Rod,"$34,000",21000,402ci Big-Block Chevrolet V8,48169
1862,1983,Mercedes-Benz,Mercedes-Benz W123,"$7,300",293000,3.0-Liter Turbodiesel Inline-Five,19007
1863,3100,Chevrolet,Chevrolet Pickup,"$28,000",0,350ci V8,29470
1864,2000,Ford,Ford F-150 SVT Lightning,"$21,500",136000,Whipple-Supercharged 5.4-Liter V8,33325
1865,2001,BMW,BMW E46 M3,"$25,000",128000,3.2-Liter Inline-Six,80501
1866,1989,Toyota,Toyota Land Cruiser 60-Series,"$38,000",123000,4.0-Liter Inline-Six,94619
1867,1962,Mercury,Mercury Comet,"$19,000",79000,Replacement 302ci V8,92590
1868,1995,Porsche,Porsche 993 911,"$139,000",55000,3.6-Liter Flat-Six,92590
1869,1956,Alfa Romeo,Alfa Romeo 750/101 Series Giulietta & Giulia,"$30,250",11000,1.3L Twin-Cam Inline-Four,44333
1870,1988,Chevrolet,Chevrolet Camaro 3rd Generation 1982-1992,"$26,000",58000,5.0-Liter TPI V8,95060
1871,2022,BMW,BMW F90 M5,"$162,500",0,Twin-Turbocharged 4.4-Liter V8,92694
1872,2004,Audi,Audi TT,"$12,750",41000,Turbocharged 1.8-Liter Inline-Four,92276
1873,1999,Dodge,Dodge Viper,"$37,000",47000,8.0-Liter V10,3868
1874,1999,Shelby,Shelby Cobra Replica,"$34,000",21000,428ci FE Ford V8,35905
1875,1999,Porsche,Porsche 356 Speedster Replica,"$29,533",155000,Turbocharged 2.0L Flat-Four,2771
1876,1985,Jeep,Jeep CJ-7,"$20,050",218000,AMC 304ci V8 ,80524
1877,1964,Pontiac,Pontiac GTO,"$44,250",68000,389ci V8,38237
1878,1964,Jaguar,Jaguar Replica,"$150,000",0,4.2-Liter Inline-Six ,2879
1879,1988,Volkswagen,Volkswagen Scirocco,"$15,600",203000,1.8-Liter Inline-Four,3057
1880,1989,Porsche,Porsche 964 911,"$88,888",49000,3.6-Liter Flat-Six,85260
1881,1983,Volkswagen,Volkswagen GTI Mk1,"$19,830",0,ABF 2.0-Liter 16v Inline-Four,35811
1882,1957,Chevrolet,Chevrolet Tri-5,"$50,500",0,"30k Miles Shown, TMU",55303
1883,1998,BMW,BMW Z3,"$28,000",0,1.9-Liter Inline-Four ,16601
1884,1936,Bentley,Bentley 3.5 Litre & 4 1/4 Liter,"$105,000",0,"4,257cc OHV Inline-Six",48374
1885,1936,Ford,Ford Hot Rod,"$44,584",2000,401ci V8,40502
1886,2007,Jaguar,Jaguar XJ,"$17,000",45000,4.2-Liter V8 ,60025
1887,1972,Chevrolet,Chevrolet Corvette C3,"$30,003",87000,350ci V8,8820
1888,1972,Datsun,Datsun 240Z,"$22,777",71000,2.8-Liter L28 Inline-Six ,92610
1889,1999,Porsche,Porsche 986 Boxster,"$13,750",65000,Supercharged 2.5-liter Flat-Six,75252
1890,1965,International Harvester,International Harvester Scout,"$35,000",24000,152ci Inline-Four,50220
1891,1990,BMW,BMW E30 3-Series,"$29,995",151000,2.5-Liter M20 InLine-Six,90027
1892,1990,Nissan,Nissan Pathfinder,"$20,500",52000,3.0-Liter V6,98052
1893,1959,Chevrolet,Chevrolet Corvette C1,"$63,500",71000,283ci V8,12067
1894,1983,Jeep,Jeep CJ-7,"$26,900",103000,Replacement 360ci V8,29582
1895,2010,Chevrolet,Chevrolet Corvette C6,"$93,500",0,Supercharged 6.2-Liter LS9 V8,92603
1896,2007,Porsche,Porsche 997 911,"$48,500",39000,3.8-Liter Flat-Six,95746
1897,1964,Chevrolet,Chevrolet Corvette C2,"$75,000",65000,327ci L76 V8,34990
1898,2004,Porsche,Porsche 996 Turbo,"$60,700",38000,Twin-Turbocharged 3.6L Flat-Six,83686
1899,2002,Ford,Ford Thunderbird,"$19,387",15000,3.9-Liter V8,28080
1900,2003,Porsche,Porsche 996 911,"$44,996",49000,3.6-Liter Flat-Six,10504
1901,2021,Ford,Ford U725 Bronco,"$75,500",1000,Twin-Turbocharged 2.7-Liter EcoBoost V6,55331
1902,1999,Mercedes-Benz,Mercedes-Benz R129 SL,"$22,000",33000,5.0-Liter V8,10560
1903,1987,Mercedes-Benz,Mercedes-Benz R107 SL,"$21,005",60000,5.5-Liter V8,28729
1904,2000,BMW,BMW Z3,"$13,000",53000,2.5-Liter InLine-Six,1028
1905,1970,Ford,Ford Mustang 1969-1973,"$72,000",0,Replacement 302ci V8,77354
1906,2008,Mercedes-Benz,Mercedes-Benz W221 S-Class,"$30,000",49000,5.5-Liter V12,7074
1907,2023,Chevrolet,Chevrolet Corvette C8,"$102,500",288000,6.2-Liter LT2 V8,33810
1908,2000,Mazda,Mazda Miata,"$11,250",19000,1.8-Liter Inline-Four,61107
1909,2007,Land Rover,Land Rover Range Rover L322,"$14,500",91000,Supercharged 4.2-Liter V8,90077
1910,1966,Honda,Honda Motorcycles,"$10,000",28000,305cc SOHC Parallel Twin,55446
1911,2016,Porsche,Porsche Cayman GT4,"$95,500",13000,3.8-Liter Flat-Six,34104
1912,2003,Honda,Honda S2000,"$37,500",30000,2.0-Liter Inline-Four,85310
1913,2011,BMW,BMW E90/E92/E93 M3,"$36,000",46000,Replacement 4.0-Liter V8,23226
1914,2009,Porsche,Porsche 997 911,"$59,000",76000,3.8-Liter Flat-Six,48307
1915,2001,Toyota,Toyota Pickup,"$13,000",148000,2.7-Liter DOHC Inline-Four,37922
1916,1991,Chevrolet,Chevrolet Camaro 3rd Generation 1982-1992,"$21,250",35000,5.0-Liter V8,63021
1917,1969,Oldsmobile,Oldsmobile 4-4-2,"$112,000",71000,400ci V8,77573
1918,1969,Shelby,Shelby Cobra Replica,"$111,000",0,"3,400 Miles Shown",46225
